entity,source_or_target,entity_type,syntactic_matching,lexical_matching,semantic_matching
http://edas#AcademiaOrganization,Source,Class,academia organization,"In the context of a conference, ""AcademiaOrganization"" typically refers to an institution or group that is involved in academic activities, such as universities, colleges, research institutes, or scholarly societies. These organizations are often responsible for organizing, sponsoring, or participating in academic conferences where researchers, scholars, and students gather to present their work, share knowledge, and discuss advancements in their respective fields.","Sure, here are the triples verbalized into phrases:

1. A Government Organization is disjoint with an Academia Organization.
2. An Industry Organization is disjoint with an Academia Organization.
3. An NGO is disjoint with an Academia Organization.
4. An Academia Organization is a subclass of an Organization.
5. An Academia Organization is disjoint with a Government Organization.
6. An Academia Organization is disjoint with an Industry Organization.
7. An Academia Organization is disjoint with an NGO."
http://edas#AcademicEvent,Source,Class,academic event,"In the context of a conference, an ""AcademicEvent"" refers to a gathering or meeting focused on scholarly activities and the exchange of knowledge among researchers, academics, and professionals. These events typically include presentations of research papers, keynote speeches, panel discussions, workshops, and networking opportunities. The primary goal of an AcademicEvent is to facilitate the dissemination of new research findings, foster collaboration, and advance knowledge within a specific academic field or interdisciplinary area.","1. An Organizational Meeting is a subclass of an Academic Event.
2. A Paper Presentation is a subclass of an Academic Event.
3. A Talk Event is a subclass of an Academic Event.
4. A Workshop is a subclass of an Academic Event.
5. The property ""forEvent"" has a range of Academic Event.
6. The property ""hasCall"" has a domain of Academic Event.
7. A Non-Academic Event is disjoint with an Academic Event.
8. An Academic Event is a subclass of a Conference Event and is disjoint with a Non-Academic Event."
http://edas#AcceptRating,Source,Class,accept rating,"In the context of a conference, ""AcceptRating"" typically refers to the evaluation or score given to a submitted paper or presentation proposal by reviewers. This rating helps determine whether the submission should be accepted for inclusion in the conference program. The AcceptRating is usually based on criteria such as relevance, originality, quality of research, and clarity of presentation.","Sure, here are the triples verbalized into phrases:

1. ""AccpetIfRoomRating"" is disjoint with ""AcceptRating"".
2. ""RejectRating"" is disjoint with ""AcceptRating"".
3. ""WeekRejectRating"" is disjoint with ""AcceptRating"".
4. ""AcceptRating"" is a subclass of ""ReviewRating"".
5. ""AcceptRating"" is disjoint with ""AccpetIfRoomRating"".
6. ""AcceptRating"" is disjoint with ""RejectRating"".
7. ""AcceptRating"" is disjoint with ""WeekRejectRating"".

Note: There seems to be a typo in ""AccpetIfRoomRating"". It should likely be ""AcceptIfRoomRating""."
http://edas#AcceptedPaper,Source,Class,accepted paper,"In the context of a conference, ""AcceptedPaper"" refers to a research paper or academic article that has been reviewed and approved by the conference's program committee or reviewers for presentation at the conference. This means that the paper has met the necessary standards of quality, relevance, and originality set by the conference organizers and will be included in the conference proceedings.","Sure, here are the triples verbalised into phrases:

1. The property ""relatedToEvent"" has a domain of ""AcceptedPaper"".
2. The property ""relatedToPaper"" has a range of ""AcceptedPaper"".
3. The class ""ActivePaper"" is disjoint with the class ""AcceptedPaper"".
4. The class ""PendingPaper"" is disjoint with the class ""AcceptedPaper"".
5. The class ""PublishedPaper"" is disjoint with the class ""AcceptedPaper"".
6. The class ""RejectedPaper"" is disjoint with the class ""AcceptedPaper"".
7. The class ""WithdrawnPaper"" is disjoint with the class ""AcceptedPaper"".
8. The class ""AcceptedPaper"" is a subclass of the class ""Paper"".
9. The class ""AcceptedPaper"" is disjoint with the classes ""ActivePaper"", ""PendingPaper"", ""PublishedPaper"", ""RejectedPaper"", and ""WithdrawnPaper""."
http://edas#AccommodationPlace,Source,Class,accommodation place,"In the context of a conference, ""AccommodationPlace"" refers to the location or facility where attendees, speakers, and other participants can stay during the event. This could include hotels, hostels, guesthouses, or any other lodging options provided or recommended by the conference organizers to ensure convenient and comfortable accommodation for the participants.","The class ""AccommodationPlace"" is a subclass of the class ""Place""."
http://edas#AccpetIfRoomRating,Source,Class,accpet if room rating,"In the context of a conference, ""AcceptIfRoomRating"" likely refers to a conditional acceptance policy for conference submissions or attendees. This means that a submission (such as a paper, presentation, or proposal) will be accepted if there is enough room or capacity in the conference schedule or venue, and if the submission meets a certain quality rating or standard set by the conference organizers. Essentially, it combines considerations of both space availability and quality assessment.","1. ""AcceptRating"" is disjoint with ""AccpetIfRoomRating"".
2. ""RejectRating"" is disjoint with ""AccpetIfRoomRating"".
3. ""WeekRejectRating"" is disjoint with ""AccpetIfRoomRating"".
4. ""AccpetIfRoomRating"" is a subclass of ""ReviewRating"".
5. ""AccpetIfRoomRating"" is disjoint with ""AcceptRating"".
6. ""AccpetIfRoomRating"" is disjoint with ""RejectRating"".
7. ""AccpetIfRoomRating"" is disjoint with ""WeekRejectRating""."
http://edas#ActivePaper,Source,Class,active paper,"In the context of a conference, ""ActivePaper"" refers to a digital document that is not just a static representation of research findings but includes interactive elements. These elements can include embedded data, executable code, and dynamic visualizations that allow readers to engage with the content in a more meaningful way. This approach enhances the traditional paper by enabling real-time interaction and exploration of the research data and methodologies presented.","Sure, here are the triples verbalised into phrases:

1. ""RatedPapers"" is a subclass of ""ActivePaper"".
2. The property ""hasRating"" has a domain of ""ActivePaper"".
3. ""AcceptedPaper"" is disjoint with ""ActivePaper"".
4. ""PendingPaper"" is disjoint with ""ActivePaper"".
5. ""PublishedPaper"" is disjoint with ""ActivePaper"".
6. ""RejectedPaper"" is disjoint with ""ActivePaper"".
7. ""WithdrawnPaper"" is disjoint with ""ActivePaper"".
8. ""ActivePaper"" is a subclass of ""Paper"".
9. ""ActivePaper"" is disjoint with ""AcceptedPaper"", ""PendingPaper"", ""PublishedPaper"", ""RejectedPaper"", and ""WithdrawnPaper""."
http://edas#AntennasTopic,Source,Class,antennas topic,"In the context of a conference, ""AntennasTopic"" likely refers to a specific subject or session focused on antennas. This could include discussions, presentations, and research related to the design, development, and application of antennas in various fields such as telecommunications, broadcasting, and wireless communication systems.","Sure, here are the triples verbalized into phrases:

1. CADTopic is disjoint with AntennasTopic.
2. CommunicationTheoryTopic is disjoint with AntennasTopic.
3. CommunicationsTopic is disjoint with AntennasTopic.
4. ComputerArchitectureTopic is disjoint with AntennasTopic.
5. ComputerNetworksTopic is disjoint with AntennasTopic.
6. CryptographyTopic is disjoint with AntennasTopic.
7. MedicineTopic is disjoint with AntennasTopic.
8. MicroelectronicsTopic is disjoint with AntennasTopic.
9. MobileComputingTopic is disjoint with AntennasTopic.
10. MultimediaTopic is disjoint with AntennasTopic.
11. OperatingTopicsystems is disjoint with AntennasTopic.
12. ParallelAndDistributedComputingTopic is disjoint with AntennasTopic.
13. PerformanceTopic is disjoint with AntennasTopic.
14. PowerlineTransmissionTopic is disjoint with AntennasTopic.
15. RadioCommunicationsTopic is disjoint with AntennasTopic.
16. SatelliteAndSpaceCommunicationsTopic is disjoint with AntennasTopic.
17. SecurityTopic is disjoint with AntennasTopic.
18. SignalProcessingTopic is disjoint with AntennasTopic.
19. TestOnlyTopic is disjoint with AntennasTopic.
20. WirelessCommunicationsTopic is disjoint with AntennasTopic.
21. AntennasTopic is a subclass of Topic.
22. AntennasTopic is disjoint with CADTopic.
23. AntennasTopic is disjoint with CommunicationTheoryTopic.
24. AntennasTopic is disjoint with CommunicationsTopic.
25. AntennasTopic is disjoint with ComputerArchitectureTopic.
26. AntennasTopic is disjoint with ComputerNetworksTopic.
27. AntennasTopic is disjoint with CryptographyTopic.
28. AntennasTopic is disjoint with MedicineTopic.
29. AntennasTopic is disjoint with MicroelectronicsTopic.
30. AntennasTopic is disjoint with MobileComputingTopic.
31. AntennasTopic is disjoint with MultimediaTopic.
32. AntennasTopic is disjoint with OperatingTopicsystems.
33. AntennasTopic is disjoint with ParallelAndDistributedComputingTopic.
34. AntennasTopic is disjoint with PerformanceTopic.
35. AntennasTopic is disjoint with PowerlineTransmissionTopic.
36. AntennasTopic is disjoint with RadioCommunicationsTopic.
37. AntennasTopic is disjoint with SatelliteAndSpaceCommunicationsTopic.
38. AntennasTopic is disjoint with SecurityTopic.
39. AntennasTopic is disjoint with SignalProcessingTopic.
40. AntennasTopic is disjoint with TestOnlyTopic.
41. AntennasTopic is disjoint with WirelessCommunicationsTopic."
http://edas#Attendee,Source,Class,attendee,"In the context of a conference, an ""attendee"" refers to a person who is present at the event. This individual participates in the conference activities, which may include listening to presentations, engaging in discussions, networking with other participants, and attending workshops or seminars.","The class ""Attendee"" is a subclass of the class ""Person""."
http://edas#Author,Source,Class,author,"In the context of a conference, an ""author"" typically refers to an individual who has written a paper, article, or study that is being presented or discussed at the event. This person is responsible for the research and content of the work and is often the one who presents their findings to the conference attendees.","Sure, here are the triples verbalised into phrases:

1. A ""Presenter"" is a subclass of ""Author"".
2. The property ""hasRelatedPaper"" has a domain of ""Author"".
3. The property ""isWrittenBy"" has a range of ""Author"".
4. ""ConferenceChair"" is disjoint with ""Author"".
5. ""SessionChair"" is disjoint with ""Author"".
6. ""TPCMember"" is disjoint with ""Author"".
7. ""Author"" is disjoint with ""ConferenceChair"", ""SessionChair"", and ""TPCMember""."
